date,N,publication_date,days_since_publication,n_diff,n_diff_pct,delay
2020-04-19,89,2020-05-08,19,1,0.0113636363636365,14 Days +
2020-04-20,83,2020-05-08,18,-1,-0.0119047619047619,14 Days +
2020-04-21,62,2020-05-08,17,-1,-0.0158730158730159,14 Days +
2020-04-22,76,2020-05-08,16,2,0.027027027027027,14 Days +
2020-04-23,83,2020-05-08,15,1,0.0121951219512195,14 Days +
2020-04-24,85,2020-05-08,14,0,0,14 Days +
2020-04-25,73,2020-05-08,13,4,0.0579710144927537,7-13 Days
2020-04-26,70,2020-05-08,12,1,0.0144927536231885,7-13 Days
2020-04-27,71,2020-05-08,11,-1,-0.0138888888888888,7-13 Days
2020-04-28,69,2020-05-08,10,3,0.0454545454545454,7-13 Days
2020-04-29,71,2020-05-08,9,5,0.0757575757575757,7-13 Days
2020-04-30,64,2020-05-08,8,6,0.103448275862069,7-13 Days
2020-05-01,67,2020-05-08,7,20,0.425531914893617,7-13 Days
2020-05-02,61,2020-05-08,6,14,0.297872340425532,5-6 Days
2020-05-03,60,2020-05-08,5,16,0.363636363636364,5-6 Days
2020-05-04,57,2020-05-08,4,21,0.583333333333333,3-4 Days
2020-05-05,37,2020-05-08,3,5,0.15625,3-4 Days
2020-05-06,32,2020-05-08,2,11,0.523809523809524,2 Days
2020-05-07,21,2020-05-08,1,15,2.5,1 Day
2020-05-08,4,2020-05-08,0,4,,Same day
,12,2020-05-09,,,,No Data
2020-03-01,0,2020-05-09,69,0,0,14 Days +
2020-03-02,0,2020-05-09,68,0,0,14 Days +
2020-03-03,0,2020-05-09,67,0,0,14 Days +
2020-03-04,0,2020-05-09,66,0,0,14 Days +
2020-03-05,0,2020-05-09,65,0,0,14 Days +
2020-03-06,0,2020-05-09,64,0,0,14 Days +
2020-03-07,0,2020-05-09,63,0,0,14 Days +
2020-03-08,0,2020-05-09,62,0,0,14 Days +
2020-03-09,0,2020-05-09,61,0,0,14 Days +
2020-03-10,0,2020-05-09,60,0,0,14 Days +
2020-03-11,1,2020-05-09,59,0,0,14 Days +
2020-03-12,0,2020-05-09,58,0,0,14 Days +
2020-03-13,1,2020-05-09,57,0,0,14 Days +
2020-03-14,1,2020-05-09,56,0,0,14 Days +
2020-03-15,2,2020-05-09,55,0,0,14 Days +
2020-03-16,2,2020-05-09,54,0,0,14 Days +
2020-03-17,1,2020-05-09,53,0,0,14 Days +
2020-03-18,6,2020-05-09,52,0,0,14 Days +
2020-03-19,7,2020-05-09,51,0,0,14 Days +
2020-03-20,9,2020-05-09,50,0,0,14 Days +
2020-03-21,8,2020-05-09,49,0,0,14 Days +
2020-03-22,11,2020-05-09,48,0,0,14 Days +
2020-03-23,11,2020-05-09,47,0,0,14 Days +
2020-03-24,21,2020-05-09,46,0,0,14 Days +
2020-03-25,22,2020-05-09,45,0,0,14 Days +
2020-03-26,31,2020-05-09,44,0,0,14 Days +
2020-03-27,32,2020-05-09,43,0,0,14 Days +
2020-03-28,35,2020-05-09,42,0,0,14 Days +
2020-03-29,38,2020-05-09,41,0,0,14 Days +
2020-03-30,44,2020-05-09,40,0,0,14 Days +
2020-03-31,49,2020-05-09,39,0,0,14 Days +
2020-04-01,53,2020-05-09,38,0,0,14 Days +
2020-04-02,70,2020-05-09,37,0,0,14 Days +
2020-04-03,78,2020-05-09,36,0,0,14 Days +
2020-04-04,72,2020-05-09,35,0,0,14 Days +
2020-04-05,86,2020-05-09,34,0,0,14 Days +
2020-04-06,90,2020-05-09,33,0,0,14 Days +
2020-04-07,85,2020-05-09,32,1,0.0119047619047619,14 Days +
2020-04-08,115,2020-05-09,31,0,0,14 Days +
2020-04-09,86,2020-05-09,30,0,0,14 Days +
2020-04-10,90,2020-05-09,29,0,0,14 Days +
2020-04-11,103,2020-05-09,28,0,0,14 Days +
2020-04-12,97,2020-05-09,27,0,0,14 Days +
2020-04-13,85,2020-05-09,26,0,0,14 Days +
2020-04-14,91,2020-05-09,25,0,0,14 Days +
2020-04-15,114,2020-05-09,24,0,0,14 Days +
2020-04-16,110,2020-05-09,23,0,0,14 Days +
2020-04-17,82,2020-05-09,22,0,0,14 Days +
2020-04-18,89,2020-05-09,21,0,0,14 Days +
2020-04-19,89,2020-05-09,20,0,0,14 Days +
2020-04-20,83,2020-05-09,19,0,0,14 Days +
2020-04-21,62,2020-05-09,18,0,0,14 Days +
2020-04-22,76,2020-05-09,17,0,0,14 Days +
2020-04-23,83,2020-05-09,16,0,0,14 Days +
2020-04-24,85,2020-05-09,15,0,0,14 Days +
2020-04-25,73,2020-05-09,14,0,0,14 Days +
2020-04-26,70,2020-05-09,13,0,0,7-13 Days
2020-04-27,72,2020-05-09,12,1,0.0140845070422535,7-13 Days
2020-04-28,72,2020-05-09,11,3,0.0434782608695652,7-13 Days
2020-04-29,75,2020-05-09,10,4,0.056338028169014,7-13 Days
2020-04-30,69,2020-05-09,9,5,0.078125,7-13 Days
2020-05-01,67,2020-05-09,8,0,0,7-13 Days
2020-05-02,61,2020-05-09,7,0,0,7-13 Days
2020-05-03,64,2020-05-09,6,4,0.0666666666666667,5-6 Days
2020-05-04,60,2020-05-09,5,3,0.0526315789473684,5-6 Days
2020-05-05,42,2020-05-09,4,5,0.135135135135135,3-4 Days
2020-05-06,38,2020-05-09,3,6,0.1875,3-4 Days
2020-05-07,30,2020-05-09,2,9,0.428571428571429,2 Days
2020-05-08,8,2020-05-09,1,4,1,1 Day
2020-05-09,1,2020-05-09,0,1,,Same day
,13,2020-05-10,,,,No Data
2020-03-01,0,2020-05-10,70,0,0,14 Days +
2020-03-02,0,2020-05-10,69,0,0,14 Days +
2020-03-03,0,2020-05-10,68,0,0,14 Days +
2020-03-04,0,2020-05-10,67,0,0,14 Days +
2020-03-05,0,2020-05-10,66,0,0,14 Days +
2020-03-06,0,2020-05-10,65,0,0,14 Days +
2020-03-07,0,2020-05-10,64,0,0,14 Days +
2020-03-08,0,2020-05-10,63,0,0,14 Days +
2020-03-09,0,2020-05-10,62,0,0,14 Days +
2020-03-10,0,2020-05-10,61,0,0,14 Days +
2020-03-11,1,2020-05-10,60,0,0,14 Days +
2020-03-12,0,2020-05-10,59,0,0,14 Days +
2020-03-13,1,2020-05-10,58,0,0,14 Days +
2020-03-14,1,2020-05-10,57,0,0,14 Days +
2020-03-15,2,2020-05-10,56,0,0,14 Days +
2020-03-16,2,2020-05-10,55,0,0,14 Days +
2020-03-17,1,2020-05-10,54,0,0,14 Days +
2020-03-18,6,2020-05-10,53,0,0,14 Days +
2020-03-19,7,2020-05-10,52,0,0,14 Days +
2020-03-20,9,2020-05-10,51,0,0,14 Days +
2020-03-21,8,2020-05-10,50,0,0,14 Days +
2020-03-22,11,2020-05-10,49,0,0,14 Days +
2020-03-23,11,2020-05-10,48,0,0,14 Days +
2020-03-24,21,2020-05-10,47,0,0,14 Days +
2020-03-25,22,2020-05-10,46,0,0,14 Days +
2020-03-26,31,2020-05-10,45,0,0,14 Days +
2020-03-27,32,2020-05-10,44,0,0,14 Days +
2020-03-28,35,2020-05-10,43,0,0,14 Days +
2020-03-29,38,2020-05-10,42,0,0,14 Days +
2020-03-30,44,2020-05-10,41,0,0,14 Days +
2020-03-31,49,2020-05-10,40,0,0,14 Days +
2020-04-01,53,2020-05-10,39,0,0,14 Days +
2020-04-02,70,2020-05-10,38,0,0,14 Days +
2020-04-03,78,2020-05-10,37,0,0,14 Days +
2020-04-04,72,2020-05-10,36,0,0,14 Days +
2020-04-05,86,2020-05-10,35,0,0,14 Days +
2020-04-06,90,2020-05-10,34,0,0,14 Days +
2020-04-07,85,2020-05-10,33,0,0,14 Days +
2020-04-08,115,2020-05-10,32,0,0,14 Days +
2020-04-09,86,2020-05-10,31,0,0,14 Days +
2020-04-10,90,2020-05-10,30,0,0,14 Days +
2020-04-11,103,2020-05-10,29,0,0,14 Days +
2020-04-12,97,2020-05-10,28,0,0,14 Days +
2020-04-13,85,2020-05-10,27,0,0,14 Days +
2020-04-14,91,2020-05-10,26,0,0,14 Days +
2020-04-15,114,2020-05-10,25,0,0,14 Days +
2020-04-16,110,2020-05-10,24,0,0,14 Days +
2020-04-17,82,2020-05-10,23,0,0,14 Days +
2020-04-18,89,2020-05-10,22,0,0,14 Days +
2020-04-19,89,2020-05-10,21,0,0,14 Days +
2020-04-20,83,2020-05-10,20,0,0,14 Days +
2020-04-21,62,2020-05-10,19,0,0,14 Days +
2020-04-22,76,2020-05-10,18,0,0,14 Days +
2020-04-23,83,2020-05-10,17,0,0,14 Days +
2020-04-24,85,2020-05-10,16,0,0,14 Days +
2020-04-25,73,2020-05-10,15,0,0,14 Days +
2020-04-26,70,2020-05-10,14,0,0,14 Days +
2020-04-27,72,2020-05-10,13,0,0,7-13 Days
2020-04-28,72,2020-05-10,12,0,0,7-13 Days
2020-04-29,75,2020-05-10,11,0,0,7-13 Days
2020-04-30,69,2020-05-10,10,0,0,7-13 Days
2020-05-01,67,2020-05-10,9,0,0,7-13 Days
2020-05-02,61,2020-05-10,8,0,0,7-13 Days
2020-05-03,64,2020-05-10,7,0,0,7-13 Days
2020-05-04,60,2020-05-10,6,0,0,5-6 Days
2020-05-05,42,2020-05-10,5,0,0,5-6 Days
2020-05-06,38,2020-05-10,4,0,0,3-4 Days
2020-05-07,30,2020-05-10,3,0,0,3-4 Days
2020-05-08,8,2020-05-10,2,0,0,2 Days
2020-05-09,4,2020-05-10,1,3,3,1 Day
2020-05-10,1,2020-05-10,0,1,,Same day
,14,2020-05-11,,,,No Data
2020-03-01,0,2020-05-11,71,0,0,14 Days +
2020-03-02,0,2020-05-11,70,0,0,14 Days +
2020-03-03,0,2020-05-11,69,0,0,14 Days +
2020-03-04,0,2020-05-11,68,0,0,14 Days +
2020-03-05,0,2020-05-11,67,0,0,14 Days +
2020-03-06,0,2020-05-11,66,0,0,14 Days +
2020-03-07,0,2020-05-11,65,0,0,14 Days +
2020-03-08,0,2020-05-11,64,0,0,14 Days +
2020-03-09,0,2020-05-11,63,0,0,14 Days +
2020-03-10,0,2020-05-11,62,0,0,14 Days +
2020-03-11,1,2020-05-11,61,0,0,14 Days +
2020-03-12,0,2020-05-11,60,0,0,14 Days +
2020-03-13,1,2020-05-11,59,0,0,14 Days +
2020-03-14,1,2020-05-11,58,0,0,14 Days +
2020-03-15,2,2020-05-11,57,0,0,14 Days +
2020-03-16,2,2020-05-11,56,0,0,14 Days +
2020-03-17,1,2020-05-11,55,0,0,14 Days +
2020-03-18,6,2020-05-11,54,0,0,14 Days +
2020-03-19,7,2020-05-11,53,0,0,14 Days +
2020-03-20,9,2020-05-11,52,0,0,14 Days +
2020-03-21,8,2020-05-11,51,0,0,14 Days +
2020-03-22,11,2020-05-11,50,0,0,14 Days +
2020-03-23,11,2020-05-11,49,0,0,14 Days +
2020-03-24,21,2020-05-11,48,0,0,14 Days +
2020-03-25,22,2020-05-11,47,0,0,14 Days +
2020-03-26,31,2020-05-11,46,0,0,14 Days +
2020-03-27,32,2020-05-11,45,0,0,14 Days +
2020-03-28,35,2020-05-11,44,0,0,14 Days +
2020-03-29,38,2020-05-11,43,0,0,14 Days +
2020-03-30,44,2020-05-11,42,0,0,14 Days +
2020-03-31,49,2020-05-11,41,0,0,14 Days +
2020-04-01,53,2020-05-11,40,0,0,14 Days +
2020-04-02,70,2020-05-11,39,0,0,14 Days +
2020-04-03,78,2020-05-11,38,0,0,14 Days +
2020-04-04,72,2020-05-11,37,0,0,14 Days +
2020-04-05,86,2020-05-11,36,0,0,14 Days +
2020-04-06,90,2020-05-11,35,0,0,14 Days +
2020-04-07,85,2020-05-11,34,0,0,14 Days +
2020-04-08,115,2020-05-11,33,0,0,14 Days +
2020-04-09,86,2020-05-11,32,0,0,14 Days +
2020-04-10,90,2020-05-11,31,0,0,14 Days +
2020-04-11,103,2020-05-11,30,0,0,14 Days +
2020-04-12,97,2020-05-11,29,0,0,14 Days +
2020-04-13,85,2020-05-11,28,0,0,14 Days +
2020-04-14,91,2020-05-11,27,0,0,14 Days +
2020-04-15,114,2020-05-11,26,0,0,14 Days +
2020-04-16,110,2020-05-11,25,0,0,14 Days +
2020-04-17,82,2020-05-11,24,0,0,14 Days +
2020-04-18,89,2020-05-11,23,0,0,14 Days +
2020-04-19,89,2020-05-11,22,0,0,14 Days +
2020-04-20,83,2020-05-11,21,0,0,14 Days +
2020-04-21,62,2020-05-11,20,0,0,14 Days +
2020-04-22,76,2020-05-11,19,0,0,14 Days +
2020-04-23,83,2020-05-11,18,0,0,14 Days +
2020-04-24,85,2020-05-11,17,0,0,14 Days +
2020-04-25,71,2020-05-11,16,-2,-0.0273972602739726,14 Days +
2020-04-26,72,2020-05-11,15,2,0.0285714285714285,14 Days +
2020-04-27,73,2020-05-11,14,1,0.0138888888888888,14 Days +
2020-04-28,72,2020-05-11,13,0,0,7-13 Days
2020-04-29,76,2020-05-11,12,1,0.0133333333333334,7-13 Days
2020-04-30,70,2020-05-11,11,1,0.0144927536231885,7-13 Days
2020-05-01,67,2020-05-11,10,0,0,7-13 Days
2020-05-02,62,2020-05-11,9,1,0.0163934426229508,7-13 Days
2020-05-03,64,2020-05-11,8,0,0,7-13 Days
2020-05-04,60,2020-05-11,7,0,0,7-13 Days
2020-05-05,42,2020-05-11,6,0,0,5-6 Days
2020-05-06,38,2020-05-11,5,0,0,5-6 Days
2020-05-07,32,2020-05-11,4,2,0.0666666666666667,3-4 Days
2020-05-08,13,2020-05-11,3,5,0.625,3-4 Days
2020-05-09,14,2020-05-11,2,10,2.5,2 Days
2020-05-10,9,2020-05-11,1,8,8,1 Day
2020-05-11,1,2020-05-11,0,1,,Same day
,13,2020-05-12,,,,No Data
2020-03-01,0,2020-05-12,72,0,0,14 Days +
2020-03-02,0,2020-05-12,71,0,0,14 Days +
2020-03-03,0,2020-05-12,70,0,0,14 Days +
2020-03-04,0,2020-05-12,69,0,0,14 Days +
2020-03-05,0,2020-05-12,68,0,0,14 Days +
2020-03-06,0,2020-05-12,67,0,0,14 Days +
2020-03-07,0,2020-05-12,66,0,0,14 Days +
2020-03-08,0,2020-05-12,65,0,0,14 Days +
2020-03-09,0,2020-05-12,64,0,0,14 Days +
2020-03-10,0,2020-05-12,63,0,0,14 Days +
2020-03-11,1,2020-05-12,62,0,0,14 Days +
2020-03-12,0,2020-05-12,61,0,0,14 Days +
2020-03-13,1,2020-05-12,60,0,0,14 Days +
2020-03-14,1,2020-05-12,59,0,0,14 Days +
2020-03-15,2,2020-05-12,58,0,0,14 Days +
2020-03-16,2,2020-05-12,57,0,0,14 Days +
2020-03-17,1,2020-05-12,56,0,0,14 Days +
2020-03-18,6,2020-05-12,55,0,0,14 Days +
2020-03-19,7,2020-05-12,54,0,0,14 Days +
2020-03-20,9,2020-05-12,53,0,0,14 Days +
2020-03-21,8,2020-05-12,52,0,0,14 Days +
2020-03-22,11,2020-05-12,51,0,0,14 Days +
2020-03-23,11,2020-05-12,50,0,0,14 Days +
2020-03-24,21,2020-05-12,49,0,0,14 Days +
2020-03-25,22,2020-05-12,48,0,0,14 Days +
2020-03-26,31,2020-05-12,47,0,0,14 Days +
2020-03-27,32,2020-05-12,46,0,0,14 Days +
2020-03-28,35,2020-05-12,45,0,0,14 Days +
2020-03-29,38,2020-05-12,44,0,0,14 Days +
2020-03-30,44,2020-05-12,43,0,0,14 Days +
2020-03-31,49,2020-05-12,42,0,0,14 Days +
2020-04-01,53,2020-05-12,41,0,0,14 Days +
2020-04-02,70,2020-05-12,40,0,0,14 Days +
2020-04-03,78,2020-05-12,39,0,0,14 Days +
2020-04-04,72,2020-05-12,38,0,0,14 Days +
2020-04-05,86,2020-05-12,37,0,0,14 Days +
2020-04-06,90,2020-05-12,36,0,0,14 Days +
2020-04-07,85,2020-05-12,35,0,0,14 Days +
2020-04-08,115,2020-05-12,34,0,0,14 Days +
2020-04-09,86,2020-05-12,33,0,0,14 Days +
2020-04-10,90,2020-05-12,32,0,0,14 Days +
2020-04-11,103,2020-05-12,31,0,0,14 Days +
2020-04-12,97,2020-05-12,30,0,0,14 Days +
2020-04-13,85,2020-05-12,29,0,0,14 Days +
2020-04-14,91,2020-05-12,28,0,0,14 Days +
2020-04-15,114,2020-05-12,27,0,0,14 Days +
2020-04-16,110,2020-05-12,26,0,0,14 Days +
2020-04-17,82,2020-05-12,25,0,0,14 Days +
2020-04-18,89,2020-05-12,24,0,0,14 Days +
2020-04-19,89,2020-05-12,23,0,0,14 Days +
2020-04-20,83,2020-05-12,22,0,0,14 Days +
2020-04-21,62,2020-05-12,21,0,0,14 Days +
2020-04-22,76,2020-05-12,20,0,0,14 Days +
2020-04-23,83,2020-05-12,19,0,0,14 Days +
2020-04-24,85,2020-05-12,18,0,0,14 Days +
2020-04-25,71,2020-05-12,17,0,0,14 Days +
2020-04-26,72,2020-05-12,16,0,0,14 Days +
2020-04-27,73,2020-05-12,15,0,0,14 Days +
2020-04-28,73,2020-05-12,14,1,0.0138888888888888,14 Days +
2020-04-29,76,2020-05-12,13,0,0,7-13 Days
2020-04-30,70,2020-05-12,12,0,0,7-13 Days
2020-05-01,68,2020-05-12,11,1,0.0149253731343284,7-13 Days
2020-05-02,63,2020-05-12,10,1,0.0161290322580645,7-13 Days
2020-05-03,64,2020-05-12,9,0,0,7-13 Days
2020-05-04,60,2020-05-12,8,0,0,7-13 Days
2020-05-05,45,2020-05-12,7,3,0.0714285714285714,7-13 Days
2020-05-06,42,2020-05-12,6,4,0.105263157894737,5-6 Days
2020-05-07,36,2020-05-12,5,4,0.125,5-6 Days
2020-05-08,18,2020-05-12,4,5,0.384615384615385,3-4 Days
2020-05-09,25,2020-05-12,3,11,0.785714285714286,3-4 Days
2020-05-10,19,2020-05-12,2,10,1.11111111111111,2 Days
2020-05-11,16,2020-05-12,1,15,15,1 Day
2020-05-12,3,2020-05-12,0,3,,Same day
,13,2020-05-13,,,,No Data
2020-03-01,0,2020-05-13,73,0,0,14 Days +
2020-03-02,0,2020-05-13,72,0,0,14 Days +
2020-03-03,0,2020-05-13,71,0,0,14 Days +
2020-03-04,0,2020-05-13,70,0,0,14 Days +
2020-03-05,0,2020-05-13,69,0,0,14 Days +
2020-03-06,0,2020-05-13,68,0,0,14 Days +
2020-03-07,0,2020-05-13,67,0,0,14 Days +
2020-03-08,0,2020-05-13,66,0,0,14 Days +
2020-03-09,0,2020-05-13,65,0,0,14 Days +
2020-03-10,0,2020-05-13,64,0,0,14 Days +
2020-03-11,1,2020-05-13,63,0,0,14 Days +
2020-03-12,0,2020-05-13,62,0,0,14 Days +
2020-03-13,1,2020-05-13,61,0,0,14 Days +
2020-03-14,1,2020-05-13,60,0,0,14 Days +
2020-03-15,2,2020-05-13,59,0,0,14 Days +
2020-03-16,2,2020-05-13,58,0,0,14 Days +
2020-03-17,1,2020-05-13,57,0,0,14 Days +
2020-03-18,6,2020-05-13,56,0,0,14 Days +
2020-03-19,7,2020-05-13,55,0,0,14 Days +
2020-03-20,9,2020-05-13,54,0,0,14 Days +
2020-03-21,8,2020-05-13,53,0,0,14 Days +
2020-03-22,11,2020-05-13,52,0,0,14 Days +
2020-03-23,11,2020-05-13,51,0,0,14 Days +
2020-03-24,21,2020-05-13,50,0,0,14 Days +
2020-03-25,22,2020-05-13,49,0,0,14 Days +
2020-03-26,31,2020-05-13,48,0,0,14 Days +
2020-03-27,32,2020-05-13,47,0,0,14 Days +
2020-03-28,35,2020-05-13,46,0,0,14 Days +
2020-03-29,38,2020-05-13,45,0,0,14 Days +
2020-03-30,44,2020-05-13,44,0,0,14 Days +
2020-03-31,49,2020-05-13,43,0,0,14 Days +
2020-04-01,53,2020-05-13,42,0,0,14 Days +
2020-04-02,70,2020-05-13,41,0,0,14 Days +
2020-04-03,78,2020-05-13,40,0,0,14 Days +
2020-04-04,72,2020-05-13,39,0,0,14 Days +
2020-04-05,86,2020-05-13,38,0,0,14 Days +
2020-04-06,90,2020-05-13,37,0,0,14 Days +
2020-04-07,85,2020-05-13,36,0,0,14 Days +
2020-04-08,115,2020-05-13,35,0,0,14 Days +
2020-04-09,86,2020-05-13,34,0,0,14 Days +
2020-04-10,90,2020-05-13,33,0,0,14 Days +
2020-04-11,103,2020-05-13,32,0,0,14 Days +
2020-04-12,97,2020-05-13,31,0,0,14 Days +
2020-04-13,85,2020-05-13,30,0,0,14 Days +
2020-04-14,91,2020-05-13,29,0,0,14 Days +
2020-04-15,114,2020-05-13,28,0,0,14 Days +
2020-04-16,110,2020-05-13,27,0,0,14 Days +
2020-04-17,82,2020-05-13,26,0,0,14 Days +
2020-04-18,89,2020-05-13,25,0,0,14 Days +
2020-04-19,89,2020-05-13,24,0,0,14 Days +
2020-04-20,83,2020-05-13,23,0,0,14 Days +
2020-04-21,62,2020-05-13,22,0,0,14 Days +
2020-04-22,77,2020-05-13,21,1,0.013157894736842,14 Days +
2020-04-23,83,2020-05-13,20,0,0,14 Days +
2020-04-24,85,2020-05-13,19,0,0,14 Days +
2020-04-25,72,2020-05-13,18,1,0.0140845070422535,14 Days +
2020-04-26,74,2020-05-13,17,2,0.0277777777777777,14 Days +
2020-04-27,74,2020-05-13,16,1,0.0136986301369864,14 Days +
2020-04-28,74,2020-05-13,15,1,0.0136986301369864,14 Days +
2020-04-29,80,2020-05-13,14,4,0.0526315789473684,14 Days +
2020-04-30,72,2020-05-13,13,2,0.0285714285714285,7-13 Days
2020-05-01,73,2020-05-13,12,5,0.0735294117647058,7-13 Days
2020-05-02,69,2020-05-13,11,6,0.0952380952380953,7-13 Days
2020-05-03,72,2020-05-13,10,8,0.125,7-13 Days
2020-05-04,77,2020-05-13,9,17,0.283333333333333,7-13 Days
2020-05-05,59,2020-05-13,8,14,0.311111111111111,7-13 Days
2020-05-06,64,2020-05-13,7,22,0.523809523809524,7-13 Days
2020-05-07,51,2020-05-13,6,15,0.416666666666667,5-6 Days
2020-05-08,31,2020-05-13,5,13,0.722222222222222,5-6 Days
2020-05-09,33,2020-05-13,4,8,0.32,3-4 Days
2020-05-10,30,2020-05-13,3,11,0.578947368421053,3-4 Days
2020-05-11,22,2020-05-13,2,6,0.375,2 Days
2020-05-12,12,2020-05-13,1,9,3,1 Day
2020-05-13,1,2020-05-13,0,1,,Same day
,15,2020-05-14,,,,No Data
2020-03-01,0,2020-05-14,74,0,0,14 Days +
2020-03-02,0,2020-05-14,73,0,0,14 Days +
2020-03-03,0,2020-05-14,72,0,0,14 Days +
2020-03-04,0,2020-05-14,71,0,0,14 Days +
2020-03-05,0,2020-05-14,70,0,0,14 Days +
2020-03-06,0,2020-05-14,69,0,0,14 Days +
2020-03-07,0,2020-05-14,68,0,0,14 Days +
2020-03-08,0,2020-05-14,67,0,0,14 Days +
2020-03-09,0,2020-05-14,66,0,0,14 Days +
2020-03-10,0,2020-05-14,65,0,0,14 Days +
2020-03-11,1,2020-05-14,64,0,0,14 Days +
2020-03-12,0,2020-05-14,63,0,0,14 Days +
2020-03-13,1,2020-05-14,62,0,0,14 Days +
2020-03-14,1,2020-05-14,61,0,0,14 Days +
2020-03-15,2,2020-05-14,60,0,0,14 Days +
2020-03-16,2,2020-05-14,59,0,0,14 Days +
2020-03-17,1,2020-05-14,58,0,0,14 Days +
2020-03-18,6,2020-05-14,57,0,0,14 Days +
2020-03-19,7,2020-05-14,56,0,0,14 Days +
2020-03-20,9,2020-05-14,55,0,0,14 Days +
2020-03-21,8,2020-05-14,54,0,0,14 Days +
2020-03-22,11,2020-05-14,53,0,0,14 Days +
2020-03-23,11,2020-05-14,52,0,0,14 Days +
2020-03-24,21,2020-05-14,51,0,0,14 Days +
2020-03-25,22,2020-05-14,50,0,0,14 Days +
2020-03-26,31,2020-05-14,49,0,0,14 Days +
2020-03-27,32,2020-05-14,48,0,0,14 Days +
2020-03-28,35,2020-05-14,47,0,0,14 Days +
2020-03-29,38,2020-05-14,46,0,0,14 Days +
2020-03-30,44,2020-05-14,45,0,0,14 Days +
2020-03-31,49,2020-05-14,44,0,0,14 Days +
2020-04-01,53,2020-05-14,43,0,0,14 Days +
2020-04-02,70,2020-05-14,42,0,0,14 Days +
2020-04-03,78,2020-05-14,41,0,0,14 Days +
2020-04-04,72,2020-05-14,40,0,0,14 Days +
2020-04-05,86,2020-05-14,39,0,0,14 Days +
2020-04-06,90,2020-05-14,38,0,0,14 Days +
2020-04-07,85,2020-05-14,37,0,0,14 Days +
2020-04-08,115,2020-05-14,36,0,0,14 Days +
2020-04-09,86,2020-05-14,35,0,0,14 Days +
2020-04-10,90,2020-05-14,34,0,0,14 Days +
2020-04-11,103,2020-05-14,33,0,0,14 Days +
2020-04-12,97,2020-05-14,32,0,0,14 Days +
2020-04-13,85,2020-05-14,31,0,0,14 Days +
2020-04-14,91,2020-05-14,30,0,0,14 Days +
2020-04-15,116,2020-05-14,29,2,0.0175438596491229,14 Days +
2020-04-16,110,2020-05-14,28,0,0,14 Days +
2020-04-17,82,2020-05-14,27,0,0,14 Days +
2020-04-18,89,2020-05-14,26,0,0,14 Days +
2020-04-19,89,2020-05-14,25,0,0,14 Days +
2020-04-20,84,2020-05-14,24,1,0.0120481927710843,14 Days +
2020-04-21,61,2020-05-14,23,-1,-0.0161290322580645,14 Days +
2020-04-22,78,2020-05-14,22,1,0.0129870129870129,14 Days +
2020-04-23,84,2020-05-14,21,1,0.0120481927710843,14 Days +
2020-04-24,86,2020-05-14,20,1,0.0117647058823529,14 Days +
2020-04-25,72,2020-05-14,19,0,0,14 Days +
2020-04-26,74,2020-05-14,18,0,0,14 Days +
2020-04-27,74,2020-05-14,17,0,0,14 Days +
2020-04-28,75,2020-05-14,16,1,0.0135135135135136,14 Days +
2020-04-29,81,2020-05-14,15,1,0.0125,14 Days +
2020-04-30,72,2020-05-14,14,0,0,14 Days +
2020-05-01,74,2020-05-14,13,1,0.0136986301369864,7-13 Days
2020-05-02,69,2020-05-14,12,0,0,7-13 Days
2020-05-03,72,2020-05-14,11,0,0,7-13 Days
2020-05-04,78,2020-05-14,10,1,0.0129870129870129,7-13 Days
2020-05-05,62,2020-05-14,9,3,0.0508474576271187,7-13 Days
2020-05-06,68,2020-05-14,8,4,0.0625,7-13 Days
2020-05-07,57,2020-05-14,7,6,0.117647058823529,7-13 Days
2020-05-08,34,2020-05-14,6,3,0.096774193548387,5-6 Days
2020-05-09,40,2020-05-14,5,7,0.212121212121212,5-6 Days
2020-05-10,38,2020-05-14,4,8,0.266666666666667,3-4 Days
2020-05-11,31,2020-05-14,3,9,0.409090909090909,3-4 Days
2020-05-12,19,2020-05-14,2,7,0.583333333333333,2 Days
2020-05-13,9,2020-05-14,1,8,8,1 Day
2020-05-14,3,2020-05-14,0,3,,Same day
,14,2020-05-15,,,,No Data
2020-03-01,0,2020-05-15,75,0,0,14 Days +
2020-03-02,0,2020-05-15,74,0,0,14 Days +
2020-03-03,0,2020-05-15,73,0,0,14 Days +
2020-03-04,0,2020-05-15,72,0,0,14 Days +
2020-03-05,0,2020-05-15,71,0,0,14 Days +
2020-03-06,0,2020-05-15,70,0,0,14 Days +
2020-03-07,0,2020-05-15,69,0,0,14 Days +
2020-03-08,0,2020-05-15,68,0,0,14 Days +
2020-03-09,0,2020-05-15,67,0,0,14 Days +
2020-03-10,0,2020-05-15,66,0,0,14 Days +
2020-03-11,1,2020-05-15,65,0,0,14 Days +
2020-03-12,0,2020-05-15,64,0,0,14 Days +
2020-03-13,1,2020-05-15,63,0,0,14 Days +
2020-03-14,1,2020-05-15,62,0,0,14 Days +
2020-03-15,2,2020-05-15,61,0,0,14 Days +
2020-03-16,2,2020-05-15,60,0,0,14 Days +
2020-03-17,1,2020-05-15,59,0,0,14 Days +
2020-03-18,6,2020-05-15,58,0,0,14 Days +
2020-03-19,7,2020-05-15,57,0,0,14 Days +
2020-03-20,9,2020-05-15,56,0,0,14 Days +
